image_path,label,brightness
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0014.jpg,glioma,37.76723098754883
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0015.jpg,glioma,37.29245376586914
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0016.jpg,glioma,33.56312561035156
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0017.jpg,glioma,37.17869186401367
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0018.jpg,glioma,31.015098571777344
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0019.jpg,glioma,37.968414306640625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0020.jpg,glioma,41.70942687988281
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0021.jpg,glioma,35.43910598754883
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0022.jpg,glioma,48.372314453125
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0023.jpg,glioma,33.503021240234375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0024.jpg,glioma,41.6220588684082
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0025.jpg,glioma,40.022247314453125
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0026.jpg,glioma,30.458057403564453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0027.jpg,glioma,36.84968948364258
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0028.jpg,glioma,37.60451126098633
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0029.jpg,glioma,28.214805603027344
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0030.jpg,glioma,27.702014923095703
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0031.jpg,glioma,31.87891387939453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0032.jpg,glioma,48.31416320800781
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0033.jpg,glioma,19.51592254638672
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0034.jpg,glioma,35.74995422363281
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0035.jpg,glioma,32.96701431274414
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0036.jpg,glioma,28.53067398071289
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0037.jpg,glioma,35.225826263427734
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0038.jpg,glioma,43.816650390625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0039.jpg,glioma,45.69856643676758
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0040.jpg,glioma,48.38648986816406
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0041.jpg,glioma,39.2877197265625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0042.jpg,glioma,24.752056121826172
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0043.jpg,glioma,36.602909088134766
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0044.jpg,glioma,39.407562255859375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0045.jpg,glioma,47.89358901977539
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0046.jpg,glioma,53.33860778808594
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0047.jpg,glioma,54.88493347167969
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0048.jpg,glioma,50.545738220214844
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0049.jpg,glioma,33.794891357421875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0050.jpg,glioma,50.19916534423828
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0051.jpg,glioma,28.316802978515625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0052.jpg,glioma,20.338909149169922
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0053.jpg,glioma,30.718738555908203
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0054.jpg,glioma,28.955394744873047
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0055.jpg,glioma,31.289527893066406
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0056.jpg,glioma,26.21019744873047
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0057.jpg,glioma,23.241138458251953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0058.jpg,glioma,31.455177307128906
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0059.jpg,glioma,30.442241668701172
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0060.jpg,glioma,25.555362701416016
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0061.jpg,glioma,24.895389556884766
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0062.jpg,glioma,25.786209106445312
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0063.jpg,glioma,25.195789337158203
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0064.jpg,glioma,28.956165313720703
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0065.jpg,glioma,28.812793731689453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0066.jpg,glioma,18.04693603515625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0067.jpg,glioma,23.222869873046875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0068.jpg,glioma,31.079669952392578
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0069.jpg,glioma,27.85163116455078
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0070.jpg,glioma,21.94428253173828
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0071.jpg,glioma,25.291507720947266
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0072.jpg,glioma,22.099044799804688
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0073.jpg,glioma,25.550125122070312
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0074.jpg,glioma,32.64579772949219
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0075.jpg,glioma,21.75424575805664
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0076.jpg,glioma,18.460041046142578
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0077.jpg,glioma,28.602081298828125
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0078.jpg,glioma,25.485820770263672
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0079.jpg,glioma,25.335498809814453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0080.jpg,glioma,29.63292694091797
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0081.jpg,glioma,26.074695587158203
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0082.jpg,glioma,28.373661041259766
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0083.jpg,glioma,30.832748413085938
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0084.jpg,glioma,24.91461181640625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0085.jpg,glioma,22.912395477294922
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0086.jpg,glioma,24.656890869140625
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0087.jpg,glioma,46.693138122558594
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0088.jpg,glioma,24.882381439208984
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0089.jpg,glioma,22.799137115478516
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0090.jpg,glioma,20.939682006835938
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0091.jpg,glioma,22.4493408203125
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0092.jpg,glioma,33.69229507446289
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0093.jpg,glioma,31.295207977294922
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0094.jpg,glioma,37.0867919921875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0095.jpg,glioma,27.614078521728516
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0096.jpg,glioma,35.54066467285156
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0097.jpg,glioma,24.511253356933594
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0098.jpg,glioma,43.573123931884766
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0099.jpg,glioma,38.59383010864258
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0100.jpg,glioma,42.794681549072266
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0101.jpg,glioma,35.09696578979492
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0102.jpg,glioma,24.960376739501953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0103.jpg,glioma,25.80313491821289
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0104.jpg,glioma,26.2108154296875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0105.jpg,glioma,26.779186248779297
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0106.jpg,glioma,24.370681762695312
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0107.jpg,glioma,34.496429443359375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0108.jpg,glioma,36.10866165161133
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0109.jpg,glioma,34.8176383972168
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0110.jpg,glioma,33.77655029296875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0111.jpg,glioma,27.048866271972656
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0112.jpg,glioma,27.652530670166016
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0113.jpg,glioma,36.1378288269043
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0114.jpg,glioma,30.80078887939453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0115.jpg,glioma,39.18334197998047
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0116.jpg,glioma,31.21142578125
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0117.jpg,glioma,35.80030822753906
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0118.jpg,glioma,29.67745590209961
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0119.jpg,glioma,30.531848907470703
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0120.jpg,glioma,27.24488067626953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0121.jpg,glioma,29.938064575195312
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0122.jpg,glioma,27.513538360595703
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0123.jpg,glioma,25.309486389160156
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0124.jpg,glioma,24.770599365234375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0125.jpg,glioma,29.344215393066406
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0126.jpg,glioma,26.024532318115234
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0127.jpg,glioma,26.660343170166016
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0128.jpg,glioma,22.865222930908203
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0129.jpg,glioma,26.896381378173828
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0130.jpg,glioma,29.353939056396484
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0131.jpg,glioma,29.393367767333984
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0132.jpg,glioma,24.802024841308594
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0133.jpg,glioma,22.59564208984375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0134.jpg,glioma,23.441497802734375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0135.jpg,glioma,22.81427764892578
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0136.jpg,glioma,24.45627212524414
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0137.jpg,glioma,21.52077865600586
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0138.jpg,glioma,25.502361297607422
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0139.jpg,glioma,20.911441802978516
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0140.jpg,glioma,32.50178146362305
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0141.jpg,glioma,31.278846740722656
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0142.jpg,glioma,18.87405776977539
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0143.jpg,glioma,29.63988494873047
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0144.jpg,glioma,26.164840698242188
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0145.jpg,glioma,23.680736541748047
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0146.jpg,glioma,25.971038818359375
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0147.jpg,glioma,24.93335723876953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0148.jpg,glioma,24.836040496826172
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0149.jpg,glioma,25.007892608642578
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0150.jpg,glioma,23.857208251953125
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0151.jpg,glioma,21.466114044189453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0152.jpg,glioma,22.084197998046875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0153.jpg,glioma,21.276954650878906
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0154.jpg,glioma,24.948532104492188
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0155.jpg,glioma,25.481800079345703
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0156.jpg,glioma,26.668991088867188
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0157.jpg,glioma,24.601070404052734
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0158.jpg,glioma,26.399639129638672
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0159.jpg,glioma,25.90481948852539
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0160.jpg,glioma,28.710132598876953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0161.jpg,glioma,26.476119995117188
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0162.jpg,glioma,33.72863006591797
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0163.jpg,glioma,26.702014923095703
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0164.jpg,glioma,27.5926513671875
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0165.jpg,glioma,24.684917449951172
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0166.jpg,glioma,26.201709747314453
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0167.jpg,glioma,22.647724151611328
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0168.jpg,glioma,28.454940795898438
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0169.jpg,glioma,27.970932006835938
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0170.jpg,glioma,26.433212280273438
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0171.jpg,glioma,24.082015991210938
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0172.jpg,glioma,20.610698699951172
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0173.jpg,glioma,22.62343978881836
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0174.jpg,glioma,23.19263458251953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0175.jpg,glioma,22.96501922607422
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0176.jpg,glioma,25.765525817871094
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0177.jpg,glioma,24.611095428466797
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0178.jpg,glioma,24.40038299560547
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0179.jpg,glioma,23.074146270751953
C:\Users\itxab\Downloads\AI\Brain_Tumor_Detection_Using_Deep_Learning\data\raw\glioma\Tr-gl_0180.jpg,glioma,22.255619049072266
